state	Tree Length	Tree Height	Treeness	CCD1 information content (log(p))	CCD0 information content (log(p))	CCD1 expected RF distance	CCD0 expected RF distance	CCD1 RF distance	CCD0 RF distance
114	1.815001	0.43328829999999996	0.1174451143553089	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
115	1.815001	0.43328829999999996	0.1174451143553089	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
116	1.815001	0.43328829999999996	0.1174451143553089	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
117	1.6121346	0.384859	0.11744528031344284	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
118	1.6382907	0.397937	0.12355298116506429	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
119	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
120	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
121	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
122	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
123	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
124	1.6107817	0.391255	0.12355286877172743	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
125	2.0110442	0.488478	0.12355282892340208	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
126	2.0110442	0.488478	0.12355282892340208	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
127	2.0110442	0.488478	0.12355282892340208	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
128	2.0110442	0.488478	0.12355282892340208	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
129	2.0110442	0.488478	0.12355282892340208	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
130	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
131	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
132	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
133	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
134	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
135	1.9211664000000002	0.466647	0.12355275420182239	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
136	1.7786493	0.43203	0.12355291175163084	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
137	1.7786493	0.43203	0.12355291175163084	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
138	1.9055438	0.4628521	0.12355307707962421	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
139	1.9055438	0.4628521	0.12355307707962421	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
140	1.9055438	0.4628521	0.12355307707962421	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
141	1.9055438	0.4628521	0.12355307707962421	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
142	1.9055438	0.4628521	0.12355307707962421	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
143	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
144	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
145	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
146	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
147	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
148	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
149	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
150	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
151	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
152	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
153	1.9891928	0.4831704	0.1235530311591717	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
154	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
155	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
156	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
157	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
158	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
159	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
160	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
161	2.0171181000000002	0.48317	0.10799769235128075	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
162	1.7305326	0.414523	0.10799773433912772	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
163	1.7403328	0.414523	0.1017585831859286	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
164	1.7403328	0.414523	0.1017585831859286	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
165	1.7403328	0.414523	0.1017585831859286	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
166	1.7237472	0.4062303	0.0979268885831983	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
167	1.7237472	0.4062303	0.0979268885831983	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
168	1.7345191999999998	0.408769	0.09792696442910519	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
169	1.7345191999999998	0.408769	0.09792696442910519	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
170	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
171	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
172	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
173	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
174	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
175	1.7480001	0.408769	0.10488391848490171	Infinity	1.2876734882394356	1.0	0.724088050644822	1	1
176	1.7480003	0.408769	0.13706536549221415	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
177	1.7480003	0.408769	0.13706536549221415	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
178	1.7480003	0.408769	0.13706536549221415	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
179	1.85829359	0.408769	0.0695775902665628	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
180	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
181	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
182	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
183	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
184	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
185	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
186	1.85904381	0.4091441	0.06995306366663838	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
187	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
188	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
189	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
190	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
191	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
192	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
193	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
194	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
195	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
196	1.82246351	0.4091441	0.09142981962914581	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
197	1.8497419099999999	0.4091441	0.07533370425715229	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
198	1.8497419099999999	0.4091441	0.07533370425715229	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
199	1.8497419099999999	0.4091441	0.07533370425715229	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
200	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
201	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
202	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
203	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
204	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
205	1.8555084699999997	0.4120274	0.07820738754159393	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
206	1.8635796	0.416063	0.08219965490070831	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
207	1.8635796	0.416063	0.08219965490070831	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
208	1.8635796	0.416063	0.08219965490070831	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
209	1.8635796	0.416063	0.08219965490070831	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
210	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
211	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
212	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
213	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
214	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
215	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
216	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
217	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
218	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
219	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
220	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
221	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
222	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
223	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
224	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
225	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
226	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
227	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
228	1.85618606	0.4123662	0.07854388261056114	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
229	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
230	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
231	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
232	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
233	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
234	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
235	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
236	1.8370472	0.4123662	0.0897806000847447	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
237	1.8394743	0.4123662	0.08834279446035209	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
238	1.8394743	0.4123662	0.08834279446035209	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
239	1.8394743	0.4123662	0.08834279446035209	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
240	1.8139910000000001	0.4066533	0.08834277568080548	0.41055240435124923	0.5470976141083791	0.6529959683025163	0.5490063463361103	0	0
