iter	likelihood	#indels	#substs	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
175	-4.0457093280702E3	97	380	97	380	-4.0457093280702E3	-6.88477644777062E2	640	130	8.191266749536517E-2	1.1344665763195098E-2	5.728484470276267E-2	5.3936808240537724E-2	3.4267545602970795E-2	7.221951439957461E-2	2.5550548153591215E-2	5.139738214904419E-2	6.41757851975182E-2	1.0478201419487589E-1	2.491740254530682E-2	3.5829293455338994E-2	3.247122997800252E-2	4.384365048061576E-2	6.291701454972484E-2	5.819136575833921E-2	5.699328001384803E-2	8.281383805739197E-2	1.2267976055731513E-2	3.288317320626512E-2	6.415117428004362E-1	-6.88477644777062E2	1.433051564000768E0	7.101778907788311E-1	1.433051564000768E0	7.101778907788311E-1	640	4.955703678911379E-1	130	-4.766278079913947E3	-7.205687518437469E2
176	-4.0759067312627703E3	93	385	93	385	-4.0759067312627703E3	-6.704697887207149E2	642	134	8.488801226633334E-2	8.398131372207575E-3	5.9365623761163284E-2	5.589597530551308E-2	4.129408265156208E-2	4.901503723152897E-2	2.8597663689948528E-2	5.224581856673183E-2	6.650686649115346E-2	1.0858805088686711E-1	2.5822486772645432E-2	3.713073441910517E-2	3.3650694733284976E-2	4.5436199962721656E-2	4.019557627818785E-2	6.030507272355759E-2	5.906346845788963E-2	8.582191638717909E-2	9.960533889931428E-3	4.7818054152487986E-2	7.022706813004009E-1	-6.704697887207149E2	1.7546507515296998E0	6.603596359828234E-1	1.7546507515296998E0	6.603596359828234E-1	642	3.763481908904799E-1	134	-4.774440426013178E3	-6.985336947504073E2
177	-4.0499128065652867E3	96	381	96	381	-4.0499128065652867E3	-6.851869035374413E2	643	136	8.511066589250738E-2	8.42015891594651E-3	5.952133445632051E-2	5.6042585424634014E-2	4.140239331871557E-2	4.914359926856212E-2	2.867267279135963E-2	5.238285465281446E-2	6.668130802411419E-2	1.0887286758410906E-1	2.589021683444405E-2	3.722812499805972E-2	3.373895748094049E-2	4.555537503127583E-2	4.030100566186118E-2	5.784033739203633E-2	5.921838662684504E-2	8.604701955991986E-2	9.986659475040717E-3	4.7943476610493405E-2	6.211851790385569E-1	-6.851869035374413E2	5.617354096439685E-1	6.777982234597861E-1	5.617354096439685E-1	6.777982234597861E-1	643	1.2066147368017603E0	136	-4.778344215042404E3	-7.28431408477118E2
178	-4.0767702505083835E3	92	387	92	387	-4.0767702505083835E3	-6.631208618959038E2	638	126	7.267359043585209E-2	9.196341323536233E-3	6.500809701536976E-2	6.120867187462537E-2	4.645848859772405E-2	5.367372721254396E-2	3.131576117263494E-2	5.721158183560465E-2	7.282808728565154E-2	9.923398297786017E-2	2.138061384188517E-2	4.0659867317830056E-2	3.684906330062144E-2	4.975473528366529E-2	4.401601055846344E-2	6.317214321433845E-2	6.467722301751627E-2	4.7411794053205086E-2	1.0907244166196095E-2	5.236297551487617E-2	1.05375376136025E0	-6.631208618959038E2	6.382151758765326E-1	7.328051204570308E-1	6.382151758765326E-1	7.328051204570308E-1	638	1.1482101149515713E0	126	-4.781630347990129E3	-7.048600974817455E2
179	-4.0757876694541114E3	91	388	91	388	-4.0757876694541114E3	-6.597688076853616E2	636	122	7.245273597186702E-2	1.0619866845226976E-2	6.481053792499164E-2	6.1022659207065746E-2	4.631730161996128E-2	5.351061318195164E-2	3.122059282321684E-2	4.8745362969808435E-2	7.260676330696732E-2	9.893241169194683E-2	2.341881610727963E-2	4.053630230407021E-2	4.7470691504850004E-2	4.960353103841071E-2	4.388224625205792E-2	6.298016357297608E-2	6.152375170350865E-2	4.726770998773657E-2	1.087409713782675E-2	5.2203844848279904E-2	1.0149919825000813E0	-6.597688076853616E2	1.1610024781144432E0	7.325519374751513E-1	1.1610024781144432E0	7.325519374751513E-1	636	6.309650076413891E-1	122	-4.76877793935235E3	-6.929902698982385E2
180	-4.0608763708786664E3	96	384	96	384	-4.0608763708786664E3	-6.826252633420996E2	641	132	6.979160483940737E-2	1.0229807616885578E-2	6.2430098623836465E-2	5.878134566627065E-2	4.461610411983842E-2	5.154521109263938E-2	3.0073885381168432E-2	4.695498471532304E-2	6.993997487349363E-2	9.529870321660394E-2	2.244825047947641E-2	3.90474362921912E-2	4.572713091533693E-2	4.778163295608711E-2	4.2270486390995454E-2	6.0666952460057925E-2	5.9264033435484975E-2	8.237121737474452E-2	1.0474700233863076E-2	5.028643931629568E-2	9.671396806871277E-1	-6.826252633420996E2	6.956574805194677E-1	7.275155424781353E-1	6.956574805194677E-1	7.275155424781353E-1	641	1.0457956147253362E0	132	-4.782218637238776E3	-7.213422663601094E2
181	-4.0526251923142863E3	97	382	97	382	-4.0526251923142863E3	-6.891127884816129E2	643	136	7.605664355063745E-2	1.1372170307488192E-2	6.25610339643954E-2	5.890462843664876E-2	4.470967797149197E-2	5.165331743745332E-2	3.013695967563719E-2	4.705346392727631E-2	5.6775485831612856E-2	9.549857424733343E-2	2.210882966939433E-2	3.912933091484232E-2	4.582303493585206E-2	4.788184590659458E-2	4.671993472665888E-2	6.0794189934547466E-2	5.938832855229275E-2	8.254397544556227E-2	1.0496668939224851E-2	5.039190562505561E-2	8.494587000061742E-1	-6.891127884816129E2	8.73242217722924E-1	6.855662501520063E-1	8.73242217722924E-1	6.855662501520063E-1	643	7.85081431289129E-1	136	-4.775676662346355E3	-7.230514700320687E2
182	-4.060537340675852E3	93	385	93	385	-4.060537340675852E3	-6.682959896161262E2	639	128	8.341857665189924E-2	1.1150167155724368E-2	6.133974142812778E-2	5.7754714848228236E-2	4.4127677120824646E-2	5.064496116419023E-2	2.9548637495115035E-2	4.613490423191346E-2	5.566713654939705E-2	9.363428766890437E-2	2.1677229567065297E-2	3.836546310820345E-2	4.4928495203849936E-2	4.694711485560651E-2	4.580788606056663E-2	6.2101036449663936E-2	6.611945571936916E-2	8.093258358169227E-2	1.0291756989744553E-2	4.9408174149913955E-2	8.243997590062767E-1	-6.682959896161262E2	7.492879736876659E-1	7.303303908011917E-1	7.492879736876659E-1	7.303303908011917E-1	639	9.746992030404901E-1	128	-4.771577782711393E3	-7.110404420355409E2
183	-4.083103556797242E3	92	389	92	389	-4.083103556797242E3	-6.603787790762057E2	638	126	8.575970364896973E-2	1.1463094544296885E-2	6.306122997917278E-2	5.937559028828188E-2	4.5366112255682836E-2	5.206630267594777E-2	1.8599285725409656E-2	4.7429671826130566E-2	5.7229424488799766E-2	9.626211671503983E-2	2.2285597024267603E-2	3.944218276757302E-2	4.618940515078429E-2	4.826467699145635E-2	4.709347595000621E-2	6.384389060534028E-2	6.797508607209225E-2	8.320394164089802E-2	1.0580593255035006E-2	3.450861839481531E-2	8.507269528795921E-1	-6.603787790762057E2	7.423479372900287E-1	6.579925607081353E-1	7.423479372900287E-1	6.579925607081353E-1	638	8.863667933262721E-1	126	-4.785273934896959E3	-7.021703780997173E2
184	-4.036166395049511E3	99	378	99	378	-4.036166395049511E3	-7.092433005831584E2	644	138	8.789182331217495E-2	1.001530469634616E-2	6.46290302711939E-2	6.0851759843230935E-2	4.5961458268422656E-2	5.336075196859194E-2	2.43716492657949E-2	4.860884726187822E-2	5.8652237022830185E-2	9.865534270740084E-2	2.2839651639663644E-2	4.885229353654781E-2	4.266798826873188E-2	4.9464611954769026E-2	4.8264293033198125E-2	6.543114905824193E-2	6.966505247187839E-2	5.28241744967922E-2	1.1626024583462173E-2	3.536655633885011E-2	6.213607301384652E-1	-7.092433005831584E2	1.158448974146701E0	6.327069673563194E-1	1.158448974146701E0	6.327069673563194E-1	644	5.461673163657151E-1	138	-4.7748228590549725E3	-7.386564640054617E2
185	-4.0640960821978156E3	95	383	95	383	-4.0640960821978156E3	-6.816318874528356E2	643	136	8.708723077848798E-2	9.923621089412001E-3	6.403739349252638E-2	6.029470152100594E-2	4.554071098196813E-2	5.2872268956089645E-2	2.4148542652529546E-2	5.071051376527352E-2	6.786169353662441E-2	1.0576977732333216E-1	2.2527928729169477E-2	4.840508253156749E-2	4.227739056015403E-2	4.724418502011448E-2	4.7822464790765795E-2	5.554618220845913E-2	6.902731418217767E-2	5.234060350239676E-2	1.1519595882545475E-2	3.504279849539988E-2	5.105859767850878E-1	-6.816318874528356E2	1.3336311533861074E0	6.675604759997787E-1	1.3336311533861074E0	6.675604759997787E-1	643	5.005585497195636E-1	136	-4.778182573927992E3	-7.140864917301762E2
186	-4.068707589570695E3	94	382	94	382	-4.068707589570695E3	-6.709304454490882E2	644	138	8.58374140092379E-2	9.78120402162421E-3	6.311837232799308E-2	5.94293929288708E-2	4.488714163821889E-2	5.211348207334099E-2	2.3801979174849906E-2	4.998275092433149E-2	6.688778861607969E-2	1.042518413389536E-1	2.2204623201476186E-2	4.7710405673386455E-2	4.167065417400559E-2	4.656616857430647E-2	4.713614926657147E-2	6.987074991376958E-2	6.80366810660482E-2	5.158944672102712E-2	1.0583866296510336E-2	3.453988805939804E-2	6.441708465831473E-1	-6.709304454490882E2	8.064839458868414E-1	6.61256723809879E-1	8.064839458868414E-1	6.61256723809879E-1	644	8.199254643348606E-1	138	-4.783664584636841E3	-7.149569950661465E2
187	-4.056810218743488E3	94	385	94	385	-4.056810218743488E3	-6.778183555457816E2	639	128	8.603533039501332E-2	9.803756664557786E-3	6.326390513873036E-2	5.956642001423993E-2	4.49906384751561E-2	5.223364077268179E-2	2.826294366593377E-2	4.874007833356389E-2	5.877664144866248E-2	1.0449221609728472E-1	2.2255820675471247E-2	5.073190542386711E-2	4.176673471606536E-2	4.667353676439016E-2	4.724483166817791E-2	7.003185176491417E-2	6.819355408199551E-2	5.1708397145583014E-2	1.0608269647765888E-2	3.4619527105945604E-2	4.745356303586833E-1	-6.778183555457816E2	4.72118097340451E-1	6.895088749672046E-1	4.72118097340451E-1	6.895088749672046E-1	639	1.4604584718344105E0	128	-4.7820580828135735E3	-7.252478640700859E2
188	-4.0528591919909018E3	95	382	95	382	-4.0528591919909018E3	-6.792257471180868E2	641	132	8.597491973928652E-2	9.796872848734999E-3	6.124318005459289E-2	6.211505644967385E-2	4.49590478023549E-2	5.219696434596746E-2	2.601855123355468E-2	4.87058549502307E-2	5.873537078189069E-2	1.0441884573578553E-1	2.2240193505626366E-2	5.0696283457183716E-2	4.173740774283029E-2	4.6640764426002186E-2	4.952420848986406E-2	6.998267812813662E-2	6.81456712262022E-2	5.1672089524471956E-2	1.0600820934282648E-2	3.4595218623327824E-2	7.19122156315294E-1	-6.792257471180868E2	1.140305643127285E0	7.7038458892209E-1	1.140305643127285E0	7.7038458892209E-1	641	6.755948228137435E-1	132	-4.766940732527903E3	-7.140815405370009E2
189	-4.0722286929050197E3	92	390	92	390	-4.0722286929050197E3	-6.595173748991922E2	637	125	8.505570270452802E-2	9.692127738914265E-3	6.0588387069153905E-2	6.316848918394255E-2	4.6024258372890654E-2	5.163889067826306E-2	2.5740368996384277E-2	4.818510713565297E-2	5.8750438046995715E-2	1.0330243199511303E-1	2.2002408291186024E-2	5.0154254601627896E-2	4.1596907377422936E-2	4.6142095915411546E-2	4.899471109440429E-2	6.514132646980753E-2	5.7611116211384254E-2	7.149816052207145E-2	1.0487480262203318E-2	3.422533733264223E-2	6.827545278661635E-1	-6.595173748991922E2	7.445188141690234E-1	7.21990747784379E-1	7.445188141690234E-1	7.21990747784379E-1	637	9.697414411081221E-1	125	-4.771222422134176E3	-6.989937292291562E2
190	-4.063827244992246E3	94	383	94	383	-4.063827244992246E3	-6.741473124136857E2	643	136	8.46213399651927E-2	9.64263194943984E-3	5.527834732373844E-2	6.284590013783325E-2	4.578922154047305E-2	5.137518102331886E-2	2.560891799623663E-2	5.804576261506485E-2	5.845041111880852E-2	1.0654909057054503E-1	2.189004632093068E-2	4.366701209147023E-2	4.384209366952572E-2	4.5906457309848374E-2	4.874450474436287E-2	6.480866253182732E-2	5.731690757565441E-2	7.113303348326855E-2	1.0433922763874953E-2	3.405055526858563E-2	5.265885915844608E-1	-6.741473124136857E2	1.2560087683963825E0	7.92250139776223E-1	1.2560087683963825E0	7.92250139776223E-1	643	6.30768000758254E-1	136	-4.771423663012167E3	-7.075964180199207E2
191	-4.0536472527091923E3	95	381	95	381	-4.0536472527091923E3	-6.813181555290492E2	645	140	8.504372112691712E-2	9.690762433860918E-3	6.099366449564369E-2	6.315959080168652E-2	4.6017775054240116E-2	5.1631616440831245E-2	2.573674301694896E-2	5.8335493747384615E-2	5.874216202421592E-2	1.0708092247812744E-1	2.199930886864074E-2	4.3884972753684E-2	4.4060928238491205E-2	4.547394947189859E-2	4.898780933573515E-2	5.2969324574415784E-2	5.7603000681934864E-2	7.148808876048354E-2	1.0486002917890017E-2	3.661416277696949E-2	6.611126112546459E-1	-6.813181555290492E2	1.1791915810784843E0	7.861987433015991E-1	1.1791915810784843E0	7.861987433015991E-1	645	6.667268965595434E-1	140	-4.772858092797559E3	-7.192108400883665E2
192	-4.061127294835539E3	98	384	98	384	-4.061127294835539E3	-7.079221803563514E2	643	136	8.453482407890636E-2	9.63277343325962E-3	6.0628681691529684E-2	6.278164721118232E-2	4.57424071661608E-2	5.132265562817407E-2	2.5582735732540617E-2	5.7866881307121115E-2	5.841624314308443E-2	1.1440799688891136E-1	2.186766618893226E-2	4.362236743972962E-2	3.4909522948487835E-2	4.52018358068215E-2	4.869466892243803E-2	5.395587255859514E-2	5.7258307427510466E-2	7.106030788664515E-2	1.0423255241052328E-2	4.2089349298917306E-2	3.9493860789448637E-1	-7.079221803563514E2	1.467896243873823E0	6.958899134971864E-1	1.467896243873823E0	6.958899134971864E-1	643	4.740729574051581E-1	136	-4.797152595106154E3	-7.360253002706154E2
193	-4.0636946057566443E3	93	385	93	385	-4.0636946057566443E3	-6.680344301662288E2	641	133	8.633387639881342E-2	9.837776088450205E-3	6.1918968524660625E-2	6.411775300300886E-2	2.521547637553765E-2	5.241489357481571E-2	2.612718212573635E-2	5.9098392086207714E-2	6.301839978631887E-2	1.1684280378017305E-1	2.2333049254631077E-2	4.455072947510844E-2	3.565246006264925E-2	4.6163811755294694E-2	4.9730978609558774E-2	5.510415007329776E-2	5.8476866665479216E-2	6.943226563155315E-2	1.0645080763571842E-2	4.2985085965133306E-2	5.060400187271783E-1	-6.680344301662288E2	1.2728495570428757E0	6.8596876726644E-1	1.2728495570428757E0	6.8596876726644E-1	641	5.389236799202761E-1	133	-4.759830895338642E3	-6.96136289581998E2
194	-4.0460046095029415E3	96	382	96	382	-4.0460046095029415E3	-6.901036038122846E2	642	134	8.620571499203852E-2	9.79665027937325E-3	6.166012265798382E-2	6.384971534442249E-2	2.511006567520444E-2	5.2195778513996476E-2	2.711910170647326E-2	5.8851337348649106E-2	6.334444613281455E-2	1.1635435448054718E-1	1.9436112990381664E-2	4.436448974184358E-2	3.5503418627625974E-2	4.597082869779843E-2	4.506153294376352E-2	5.487379285283582E-2	5.823241015088884E-2	7.866415551964934E-2	1.0600580100499687E-2	4.280539124320992E-2	5.04660755250876E-1	-6.901036038122846E2	5.845875356010403E-1	6.690710064919426E-1	5.845875356010403E-1	6.690710064919426E-1	642	1.1445180845397964E0	134	-4.771838123519442E3	-7.258335140165003E2
195	-4.0654007042220264E3	92	389	92	389	-4.0654007042220264E3	-6.718526771496963E2	637	124	8.448301160406026E-2	9.600877613620483E-3	6.0427929383838654E-2	6.257376605317835E-2	2.46082753331717E-2	5.115271722168506E-2	2.694155278060114E-2	5.767527380985781E-2	6.2078593956161464E-2	1.1402917173960969E-1	1.904770883758563E-2	4.347792605182303E-2	5.129697129557352E-2	4.5052164519290304E-2	4.416103979807259E-2	5.377721510427786E-2	6.0184919005893414E-2	7.709215988990872E-2	1.038874199608454E-2	4.194998400570573E-2	4.9619102279582367E-1	-6.718526771496963E2	1.4502748795350435E0	6.790254327651039E-1	1.4502748795350435E0	6.790254327651039E-1	637	4.6820464337270923E-1	124	-4.765521469404418E3	-7.001207651823912E2
196	-4.0746325054258964E3	95	381	95	381	-4.0746325054258964E3	-6.849694888309358E2	646	142	8.530449038012257E-2	9.694232680413367E-3	6.101550622949919E-2	6.318220815029346E-2	2.4847556290584053E-2	5.165010564022851E-2	2.3366253333190264E-2	5.8236084941454644E-2	6.268222119925475E-2	1.1513794547598005E-1	1.9232921086126488E-2	4.390068789234747E-2	4.5909433425914706E-2	4.549023362058743E-2	4.459044396151528E-2	5.430012308311439E-2	6.0770132916520565E-2	7.784177300085184E-2	1.0489757938789883E-2	4.2357888753211025E-2	6.677611613863051E-1	-6.849694888309358E2	8.016707829081937E-1	7.315612468892347E-1	8.016707829081937E-1	7.315612468892347E-1	646	9.125457263583625E-1	142	-4.798055437977545E3	-7.234229325516488E2
197	-4.062906257440594E3	95	385	95	385	-4.062906257440594E3	-6.809629208896575E2	643	136	8.762142369428519E-2	9.957535239896537E-3	4.884822028589694E-2	6.489828384892847E-2	2.5522434373656217E-2	5.3052960869825534E-2	3.426858655036573E-2	5.9817820260263846E-2	6.438471688096044E-2	1.1826517758778103E-1	1.975530150706961E-2	4.5093063180438236E-2	4.715636773458761E-2	4.672578215120896E-2	4.597086033703616E-2	5.5774954754621735E-2	6.242069486036386E-2	5.626223608955451E-2	1.069521932240979E-2	4.350836047084967E-2	8.704063094241861E-1	-6.809629208896575E2	2.4824672258117024E0	7.012832551320617E-1	2.4824672258117024E0	7.012832551320617E-1	643	2.824944667306777E-1	136	-4.7719673007669935E3	-7.090610433263998E2
198	-4.0568033197707755E3	96	381	96	381	-4.0568033197707755E3	-6.86685647093315E2	641	132	8.939953820322503E-2	1.1451962118715141E-2	4.983950444408744E-2	6.621527432057042E-2	2.604036490879112E-2	5.5286935278220886E-2	3.4964004045049055E-2	6.103171213297566E-2	6.038946089889279E-2	1.2066515032623924E-1	2.0156198762069276E-2	3.571687735935678E-2	4.8113318878754446E-2	3.679549230258979E-2	4.690375380426548E-2	5.6906804159747575E-2	6.368740725226213E-2	6.2009534724047626E-2	1.003542401601293E-2	4.439128206412718E-2	9.132638524016012E-1	-6.86685647093315E2	1.2594300036699995E0	7.240398905601024E-1	1.2594300036699995E0	7.240398905601024E-1	641	5.748949036073767E-1	132	-4.7755174808689435E3	-7.187141610981682E2
199	-4.0572048829217565E3	94	384	94	384	-4.0572048829217565E3	-6.740713605274742E2	638	127	9.110622151052723E-2	1.1670585983856799E-2	5.079096629711824E-2	6.357769102284386E-2	2.6537488909642935E-2	5.634239139631337E-2	3.5631484920895226E-2	5.288088756062346E-2	5.790428345508714E-2	1.229687102995219E-1	2.054099099542164E-2	3.639873097519543E-2	4.9031826958769516E-2	3.7497937234173696E-2	4.779917066296984E-2	5.575833038981391E-2	6.49032327143099E-2	6.31933287338839E-2	1.0227005437953776E-2	4.523873454107808E-2	1.0619378452256218E0	-6.740713605274742E2	6.537820710420217E-1	7.087195869553392E-1	6.537820710420217E-1	7.087195869553392E-1	638	1.084030318888611E0	127	-4.772684254472318E3	-7.154793715505608E2
200	-4.06018637242982E3	95	384	95	384	-4.06018637242982E3	-6.832831861705523E2	641	132	9.146860342933517E-2	1.1717006626402647E-2	5.0990248760299985E-2	6.383057611986849E-2	2.664304378824483E-2	5.656649753929577E-2	3.5773211859643515E-2	5.3091225309075375E-2	5.8134602142414435E-2	1.2345782768857452E-1	2.0622694347922958E-2	3.2153756016066105E-2	4.9226854776204844E-2	3.764708812882132E-2	4.798929549632465E-2	5.598011338576281E-2	6.516139025413425E-2	6.385960515721888E-2	1.026768412918714E-2	4.5418675045202105E-2	5.827415705797766E-1	-6.832831861705523E2	7.085104900040697E-1	7.133177557674433E-1	7.085104900040697E-1	7.133177557674433E-1	641	1.006785031176244E0	132	-4.778481895189552E3	-7.18295522759732E2
201	-4.062971981119771E3	93	383	93	383	-4.062971981119771E3	-6.668841122372528E2	640	130	9.138885759654371E-2	1.1706791291126785E-2	5.094579350790537E-2	6.377492617814647E-2	2.661981536192875E-2	5.651718069957981E-2	3.574202340301012E-2	5.304493834483347E-2	5.808391816902865E-2	1.2335019242451087E-1	2.060471469289904E-2	3.212572313970481E-2	4.7517870297514336E-2	5.131967105580968E-2	4.7947456589957325E-2	5.5931307778217296E-2	6.510458005766416E-2	6.380392990686994E-2	1.0258732368790421E-2	3.4211577135958834E-2	8.653389104768462E-1	-6.668841122372528E2	8.276875075772805E-1	6.897191336823626E-1	8.276875075772805E-1	6.897191336823626E-1	640	8.333086187337001E-1	130	-4.768671361129146E3	-7.056993800093752E2
202	-4.0679223366264364E3	93	385	93	385	-4.0679223366264364E3	-6.648989291636746E2	640	130	9.1903165832147E-2	1.1772673493091667E-2	5.1232500682713636E-2	6.413383174520382E-2	2.676962345266252E-2	5.683524191898137E-2	3.594316846026039E-2	5.334345885778545E-2	5.841079650251565E-2	1.240443691709502E-1	2.07206716567731E-2	3.230651677713492E-2	4.7785286180315176E-2	5.160848229786478E-2	4.048714511065916E-2	5.834852599970169E-2	6.547096850566261E-2	6.416299869794538E-2	1.0316465342840843E-2	3.4404109314790515E-2	7.19184821909058E-1	-6.648989291636746E2	1.1221851760415262E0	6.74023058532597E-1	1.1221851760415262E0	6.74023058532597E-1	640	6.006344344256914E-1	130	-4.765743150604513E3	-6.978208139780771E2
203	-4.0514251814472973E3	94	382	94	382	-4.0514251814472973E3	-6.766266874931925E2	641	132	9.791653571063218E-2	1.2542978188600158E-2	5.458472444579469E-2	6.83302100583603E-2	3.1426487316659285E-2	6.055406192585944E-2	3.829498697052812E-2	5.537040325312512E-2	6.2232707544275345E-2	7.638248153226145E-2	2.2076458061676643E-2	4.2281546504529186E-2	4.039429452759177E-2	5.4985307134248824E-2	4.3136283218904115E-2	5.37276975840048E-2	6.975483779745899E-2	6.836128545107208E-2	1.0991488029854477E-2	3.665522474456286E-2	7.456275055868059E-1	-6.766266874931925E2	1.413586345998671E0	6.861951855804937E-1	1.413586345998671E0	6.861951855804937E-1	641	4.8542856085364233E-1	132	-4.7545122583263055E3	-7.030870768790081E2
204	-4.0606155936854393E3	95	385	95	385	-4.0606155936854393E3	-6.800007364283786E2	639	128	9.391543903982089E-2	1.2030443018638896E-2	5.235426604903682E-2	6.553807925025763E-2	3.014232818188788E-2	5.807968255962386E-2	3.673016501512979E-2	5.310784019868587E-2	5.968973482609394E-2	7.326131624236393E-2	2.1174362800515475E-2	4.800233674636456E-2	5.263318695098785E-2	5.2738480000080815E-2	4.1373634674143664E-2	7.105656859860134E-2	6.69044933969055E-2	6.55678848303742E-2	1.0542350344944147E-2	3.515740727554281E-2	7.942951701516743E-1	-6.800007364283786E2	5.499812610589891E-1	7.134488271147108E-1	5.499812610589891E-1	7.134488271147108E-1	639	1.2972238831209717E0	128	-4.7829213200806535E3	-7.223057263952142E2
205	-4.052310466866581E3	96	378	96	378	-4.052310466866581E3	-6.858372270121162E2	645	140	9.532737727998018E-2	1.1384285686243285E-2	5.314136762707199E-2	6.652338817524486E-2	3.0595492286134823E-2	5.895286087429347E-2	2.0461404900418374E-2	5.390627111904817E-2	6.05871188984848E-2	7.436273742491452E-2	1.9466258664752618E-2	4.8724010792316245E-2	5.342448186604482E-2	5.353135790600657E-2	4.1995651858198306E-2	7.212484328745551E-2	6.791034518902163E-2	6.655364185674677E-2	1.070084555878084E-2	4.032625874884208E-2	8.622321344860848E-1	-6.858372270121162E2	1.1339548293041084E0	7.345180818493846E-1	1.1339548293041084E0	7.345180818493846E-1	645	6.477489780612757E-1	140	-4.772157129245973E3	-7.19846662379392E2
206	-4.0756308371125683E3	93	384	93	384	-4.0756308371125683E3	-6.688136624956653E2	640	130	9.542187929673944E-2	1.1395571404862751E-2	6.124840890876488E-2	6.658933559269825E-2	3.915009516124266E-2	4.144132917536442E-2	2.0481689147021927E-2	5.39597106605742E-2	6.064718144388268E-2	7.443645631720874E-2	1.9485556381264563E-2	4.877231294240006E-2	5.347744378973051E-2	5.358442578038143E-2	4.203728390461518E-2	7.21963436616774E-2	6.79776675549809E-2	6.661961926594018E-2	1.0711453754612809E-2	4.036623585603689E-2	7.757252778926182E-1	-6.688136624956653E2	8.525274215293376E-1	6.197766321976236E-1	8.525274215293376E-1	6.197766321976236E-1	640	7.269873279686588E-1	130	-4.780492887649173E3	-7.04862050536605E2
207	-4.067446024085044E3	92	384	92	384	-4.067446024085044E3	-6.680783965903795E2	639	128	9.416832676619005E-2	1.1245868344339292E-2	6.044379157628766E-2	6.571455476931656E-2	3.8635782288531276E-2	4.089691647421064E-2	2.2974810842853487E-2	5.325084459814918E-2	6.235818402791004E-2	7.345858825519548E-2	1.9229575586389026E-2	4.2574693689324934E-2	5.277491324344499E-2	5.288048981695163E-2	5.4908982464304555E-2	7.124790384933552E-2	6.708464828296051E-2	6.574444060743402E-2	1.0570737913980478E-2	3.983594660289055E-2	6.222691128517029E-1	-6.680783965903795E2	1.4350721520727932E0	7.588802501231032E-1	1.4350721520727932E0	7.588802501231032E-1	639	5.288098225772062E-1	128	-4.7625391531744535E3	-6.950931290894092E2
208	-4.079579852782119E3	91	387	91	387	-4.079579852782119E3	-6.572961766024409E2	638	126	7.562764516450227E-2	1.1828118028072387E-2	6.35732412062611E-2	6.91168957499804E-2	4.063613222412353E-2	4.301433559683037E-2	2.4164321153439028E-2	5.788118290333517E-2	6.558675045041282E-2	7.726187302338294E-2	2.0225178056618234E-2	4.1378002449652736E-2	5.550731020952762E-2	3.988784322075105E-2	5.7751869887047697E-2	7.49367314447433E-2	5.3704012614641056E-2	6.914832891368083E-2	1.6871793206727024E-2	4.189843449627022E-2	9.434402536788375E-1	-6.572961766024409E2	7.847196395093963E-1	6.925043254760382E-1	7.847196395093963E-1	6.925043254760382E-1	638	8.824862926955535E-1	126	-4.774943116073942E3	-6.953632632918236E2
209	-4.058323174812651E3	94	382	94	382	-4.058323174812651E3	-6.715605632261739E2	642	134	7.622249033374266E-2	1.1921151453282175E-2	5.276030340492142E-2	6.329421217045851E-2	4.095575353320376E-2	6.306182366763619E-2	2.4354384319822574E-2	5.83364442296012E-2	6.702196301140165E-2	8.313087043186634E-2	2.0384258105161823E-2	4.170345889902988E-2	5.594389996799287E-2	4.020157890298301E-2	4.213015353333247E-2	7.552614226933807E-2	5.412641863301115E-2	6.969221136996887E-2	1.7004497387369092E-2	4.222798437587614E-2	8.854497685606617E-1	-6.715605632261739E2	8.265740103178614E-1	7.946654224430715E-1	8.265740103178614E-1	7.946654224430715E-1	642	9.613965749267638E-1	134	-4.767253612677574E3	-7.089304378649234E2
210	-4.079186780739318E3	91	386	91	386	-4.079186780739318E3	-6.578536243923885E2	644	138	7.626275000225409E-2	1.2372876174679444E-2	5.278817066977125E-2	6.332764330068683E-2	4.097738579756121E-2	6.309513205346128E-2	2.4367247969845327E-2	5.836725673515613E-2	6.705736308822949E-2	8.317477901149946E-2	2.0395024789254295E-2	4.075187174454023E-2	5.597344876465493E-2	4.0222812822698614E-2	4.215240609957848E-2	7.556603413640246E-2	5.4155007461089776E-2	6.972902183516487E-2	1.7013478928447342E-2	4.225028861502438E-2	9.087943200645342E-1	-6.578536243923885E2	9.133640778343838E-1	7.396511341321406E-1	9.133640778343838E-1	7.396511341321406E-1	644	8.098097484695015E-1	138	-4.768791869992906E3	-6.896050892535883E2
